Metric,Date,Value,Ticker,Segment,CAGR_Dimension
Total Revenue,2021-12-31,18052000.0,DLAB,income_statement,Total Revenue
Total Revenue,2022-12-31,45763000.0,DLAB,income_statement,Total Revenue
Total Revenue,2023-12-31,44866000.0,DLAB,income_statement,Total Revenue
Total Revenue,2024-12-31,46785000.0,DLAB,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.95,DLAB,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.53,DLAB,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.65,DLAB,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,DLAB,income_statement,Basic EPS
Total Revenue,2021-04-30,55084000.0,ESGR-B,income_statement,Total Revenue
Total Revenue,2022-04-30,107667000.0,ESGR-B,income_statement,Total Revenue
Total Revenue,2023-04-30,297570000.0,ESGR-B,income_statement,Total Revenue
Total Revenue,2024-04-30,170575000.0,ESGR-B,income_statement,Total Revenue
Basic EPS,2021-04-30,-1.6,ESGR-B,income_statement,Basic EPS
Basic EPS,2022-04-30,0.25096,ESGR-B,income_statement,Basic EPS
Basic EPS,2023-04-30,5.0,ESGR-B,income_statement,Basic EPS
Basic EPS,2024-04-30,-3.9,ESGR-B,income_statement,Basic EPS
Total Revenue,2021-12-31,110218000.0,FERRO,income_statement,Total Revenue
Total Revenue,2022-12-31,205112000.0,FERRO,income_statement,Total Revenue
Total Revenue,2023-12-31,355253000.0,FERRO,income_statement,Total Revenue
Total Revenue,2024-12-31,125890000.0,FERRO,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.892577,FERRO,income_statement,Basic EPS
Basic EPS,2022-12-31,-3.236802,FERRO,income_statement,Basic EPS
Basic EPS,2023-12-31,-3.900761,FERRO,income_statement,Basic EPS
Basic EPS,2024-12-31,-5.187183,FERRO,income_statement,Basic EPS
Total Revenue,2021-12-31,300233000.0,FIRE,income_statement,Total Revenue
Total Revenue,2022-12-31,384433000.0,FIRE,income_statement,Total Revenue
Total Revenue,2023-12-31,477934000.0,FIRE,income_statement,Total Revenue
Total Revenue,2024-12-31,497060000.0,FIRE,income_statement,Total Revenue
Basic EPS,2021-12-31,3.49,FIRE,income_statement,Basic EPS
Basic EPS,2022-12-31,5.81,FIRE,income_statement,Basic EPS
Basic EPS,2023-12-31,7.54,FIRE,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,FIRE,income_statement,Basic EPS
Total Revenue,2021-12-31,113253000.0,FLEXQ,income_statement,Total Revenue
Total Revenue,2022-12-31,207930000.0,FLEXQ,income_statement,Total Revenue
Total Revenue,2023-12-31,115714000.0,FLEXQ,income_statement,Total Revenue
Total Revenue,2024-12-31,132336000.0,FLEXQ,income_statement,Total Revenue
Basic EPS,2021-12-31,-2.631319,FLEXQ,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.9,FLEXQ,income_statement,Basic EPS
Basic EPS,2023-12-31,-6.4,FLEXQ,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,FLEXQ,income_statement,Basic EPS
Total Revenue,2021-12-31,302000.0,FREEM,income_statement,Total Revenue
Total Revenue,2022-12-31,37323000.0,FREEM,income_statement,Total Revenue
Total Revenue,2023-12-31,22310000.0,FREEM,income_statement,Total Revenue
Total Revenue,2024-12-31,20025000.0,FREEM,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.497511,FREEM,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.405241,FREEM,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.5204,FREEM,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.2264,FREEM,income_statement,Basic EPS
Total Revenue,2021-12-31,15739000.0,GPX,income_statement,Total Revenue
Total Revenue,2022-12-31,21448000.0,GPX,income_statement,Total Revenue
Total Revenue,2023-12-31,31428000.0,GPX,income_statement,Total Revenue
Total Revenue,2024-12-31,34104000.0,GPX,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.63,GPX,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.51,GPX,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.14,GPX,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.3,GPX,income_statement,Basic EPS
Total Revenue,2021-12-31,2291034000.0,GOTL-A,income_statement,Total Revenue
Total Revenue,2022-12-31,2889533000.0,GOTL-A,income_statement,Total Revenue
Total Revenue,2023-12-31,2320039000.0,GOTL-A,income_statement,Total Revenue
Total Revenue,2024-12-31,2608776000.0,GOTL-A,income_statement,Total Revenue
Basic EPS,2021-12-31,46.0068,GOTL-A,income_statement,Basic EPS
Basic EPS,2022-12-31,110.76,GOTL-A,income_statement,Basic EPS
Basic EPS,2023-12-31,161.84,GOTL-A,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,GOTL-A,income_statement,Basic EPS
Total Revenue,2021-12-31,2291034000.0,GOTL-B,income_statement,Total Revenue
Total Revenue,2022-12-31,2889533000.0,GOTL-B,income_statement,Total Revenue
Total Revenue,2023-12-31,2320039000.0,GOTL-B,income_statement,Total Revenue
Total Revenue,2024-12-31,2608776000.0,GOTL-B,income_statement,Total Revenue
Basic EPS,2021-12-31,46.0068,GOTL-B,income_statement,Basic EPS
Basic EPS,2022-12-31,110.76,GOTL-B,income_statement,Basic EPS
Basic EPS,2023-12-31,161.84,GOTL-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,GOTL-B,income_statement,Basic EPS
Total Revenue,2021-12-31,141931000.0,GGEO,income_statement,Total Revenue
Total Revenue,2022-12-31,173178000.0,GGEO,income_statement,Total Revenue
Total Revenue,2023-12-31,201419000.0,GGEO,income_statement,Total Revenue
Total Revenue,2024-12-31,185002000.0,GGEO,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.12,GGEO,income_statement,Basic EPS
Basic EPS,2022-12-31,0.48,GGEO,income_statement,Basic EPS
Basic EPS,2023-12-31,1.29,GGEO,income_statement,Basic EPS
Basic EPS,2024-12-31,0.29,GGEO,income_statement,Basic EPS
Total Revenue,2021-12-31,246965000.0,HEGR,income_statement,Total Revenue
Total Revenue,2022-12-31,453914000.0,HEGR,income_statement,Total Revenue
Total Revenue,2023-12-31,678277000.0,HEGR,income_statement,Total Revenue
Total Revenue,2024-12-31,543310000.0,HEGR,income_statement,Total Revenue
Basic EPS,2021-12-31,0.32,HEGR,income_statement,Basic EPS
Basic EPS,2022-12-31,1.03,HEGR,income_statement,Basic EPS
Basic EPS,2023-12-31,0.63,HEGR,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.16,HEGR,income_statement,Basic EPS
Total Revenue,2021-12-31,35221000.0,HELIO,income_statement,Total Revenue
Total Revenue,2022-12-31,25728000.0,HELIO,income_statement,Total Revenue
Total Revenue,2023-12-31,35311000.0,HELIO,income_statement,Total Revenue
Total Revenue,2024-12-31,32411000.0,HELIO,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.61443,HELIO,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.268098,HELIO,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.160198,HELIO,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.152732,HELIO,income_statement,Basic EPS
Total Revenue,2021-12-31,8929400.0,HILB-B,income_statement,Total Revenue
Total Revenue,2022-12-31,26949800.0,HILB-B,income_statement,Total Revenue
Total Revenue,2023-12-31,24106400.0,HILB-B,income_statement,Total Revenue
Total Revenue,2024-12-31,112977500.0,HILB-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.26,HILB-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.7,HILB-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.83,HILB-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.56,HILB-B,income_statement,Basic EPS
Total Revenue,2021-12-31,1161883000.0,IDUN-B,income_statement,Total Revenue
Total Revenue,2022-12-31,1687302000.0,IDUN-B,income_statement,Total Revenue
Total Revenue,2023-12-31,2068647000.0,IDUN-B,income_statement,Total Revenue
Total Revenue,2024-12-31,2199879000.0,IDUN-B,income_statement,Total Revenue
Basic EPS,2021-12-31,3.2,IDUN-B,income_statement,Basic EPS
Basic EPS,2022-12-31,3.4,IDUN-B,income_statement,Basic EPS
Basic EPS,2023-12-31,2.7,IDUN-B,income_statement,Basic EPS
Basic EPS,2024-12-31,2.8,IDUN-B,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,LXB,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,LXB,income_statement,Total Revenue
Total Revenue,2023-12-31,855000.0,LXB,income_statement,Total Revenue
Total Revenue,2024-12-31,9022000.0,LXB,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.591358,LXB,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.468546,LXB,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.37,LXB,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.17,LXB,income_statement,Basic EPS
Total Revenue,2021-12-31,39107235.0,LYGRD,income_statement,Total Revenue
Total Revenue,2022-12-31,54304018.0,LYGRD,income_statement,Total Revenue
Total Revenue,2023-12-31,165190425.0,LYGRD,income_statement,Total Revenue
Total Revenue,2024-12-31,184517653.0,LYGRD,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.120045,LYGRD,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.015462,LYGRD,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.019238,LYGRD,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.18,LYGRD,income_statement,Basic EPS
Total Revenue,2021-12-31,101987.0,MANTEX,income_statement,Total Revenue
Total Revenue,2022-12-31,1443184.0,MANTEX,income_statement,Total Revenue
Total Revenue,2023-12-31,6830424.0,MANTEX,income_statement,Total Revenue
Total Revenue,2024-12-31,2663383.0,MANTEX,income_statement,Total Revenue
Basic EPS,2021-12-31,-36.788313,MANTEX,income_statement,Basic EPS
Basic EPS,2022-12-31,-32.64857,MANTEX,income_statement,Basic EPS
Basic EPS,2023-12-31,-23.839335,MANTEX,income_statement,Basic EPS
Basic EPS,2024-12-31,-15.607886,MANTEX,income_statement,Basic EPS
Total Revenue,2021-12-31,295457000.0,NEPA,income_statement,Total Revenue
Total Revenue,2022-12-31,312145000.0,NEPA,income_statement,Total Revenue
Total Revenue,2023-12-31,293082000.0,NEPA,income_statement,Total Revenue
Total Revenue,2024-12-31,268474000.0,NEPA,income_statement,Total Revenue
Basic EPS,2021-12-31,4.91,NEPA,income_statement,Basic EPS
Basic EPS,2022-12-31,2.22,NEPA,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.83,NEPA,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,NEPA,income_statement,Basic EPS
Total Revenue,2021-12-31,19164000.0,NJOB,income_statement,Total Revenue
Total Revenue,2022-12-31,22959000.0,NJOB,income_statement,Total Revenue
Total Revenue,2023-12-31,16822000.0,NJOB,income_statement,Total Revenue
Total Revenue,2024-12-31,9324000.0,NJOB,income_statement,Total Revenue
Basic EPS,2021-12-31,0.003333,NJOB,income_statement,Basic EPS
Basic EPS,2022-12-31,0.02,NJOB,income_statement,Basic EPS
Basic EPS,2023-12-31,0.0,NJOB,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,NJOB,income_statement,Basic EPS
Total Revenue,2021-12-31,227464000.0,LEVEL,income_statement,Total Revenue
Total Revenue,2022-12-31,283086000.0,LEVEL,income_statement,Total Revenue
Total Revenue,2023-12-31,361946000.0,LEVEL,income_statement,Total Revenue
Total Revenue,2024-12-31,371075000.0,LEVEL,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.501593,LEVEL,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.92,LEVEL,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.04,LEVEL,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,LEVEL,income_statement,Basic EPS
Total Revenue,2021-08-31,70589000.0,NOTEK,income_statement,Total Revenue
Total Revenue,2022-08-31,71656000.0,NOTEK,income_statement,Total Revenue
Total Revenue,2023-08-31,91641000.0,NOTEK,income_statement,Total Revenue
Total Revenue,2024-08-31,78295000.0,NOTEK,income_statement,Total Revenue
Basic EPS,2021-08-31,0.535951,NOTEK,income_statement,Basic EPS
Basic EPS,2022-08-31,0.56,NOTEK,income_statement,Basic EPS
Basic EPS,2023-08-31,0.38,NOTEK,income_statement,Basic EPS
Basic EPS,2024-08-31,0.06,NOTEK,income_statement,Basic EPS
Total Revenue,2021-12-31,420319000.0,OGUN-B,income_statement,Total Revenue
Total Revenue,2022-12-31,505155000.0,OGUN-B,income_statement,Total Revenue
Total Revenue,2023-12-31,511543000.0,OGUN-B,income_statement,Total Revenue
Total Revenue,2024-12-31,464178000.0,OGUN-B,income_statement,Total Revenue
Basic EPS,2021-12-31,3.43,OGUN-B,income_statement,Basic EPS
Basic EPS,2022-12-31,4.57,OGUN-B,income_statement,Basic EPS
Basic EPS,2023-12-31,3.48,OGUN-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,OGUN-B,income_statement,Basic EPS
Total Revenue,2021-12-31,4440000.0,OPTI,income_statement,Total Revenue
Total Revenue,2022-12-31,10499000.0,OPTI,income_statement,Total Revenue
Total Revenue,2023-12-31,9145000.0,OPTI,income_statement,Total Revenue
Total Revenue,2024-12-31,17674000.0,OPTI,income_statement,Total Revenue
Basic EPS,2021-12-31,-2.738672,OPTI,income_statement,Basic EPS
Basic EPS,2022-12-31,-4.962942,OPTI,income_statement,Basic EPS
Basic EPS,2023-12-31,-2.48,OPTI,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.15,OPTI,income_statement,Basic EPS
Total Revenue,2021-12-31,99795000.0,OXE,income_statement,Total Revenue
Total Revenue,2022-12-31,148416000.0,OXE,income_statement,Total Revenue
Total Revenue,2023-12-31,189590000.0,OXE,income_statement,Total Revenue
Total Revenue,2024-12-31,173754000.0,OXE,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.356,OXE,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.425222,OXE,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.38,OXE,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.29,OXE,income_statement,Basic EPS
Total Revenue,2021-12-31,196560000.0,PCOM-B,income_statement,Total Revenue
Total Revenue,2022-12-31,219729000.0,PCOM-B,income_statement,Total Revenue
Total Revenue,2023-12-31,210464000.0,PCOM-B,income_statement,Total Revenue
Total Revenue,2024-12-31,195663000.0,PCOM-B,income_statement,Total Revenue
Basic EPS,2021-12-31,0.286504,PCOM-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.441487,PCOM-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.291811,PCOM-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.019515,PCOM-B,income_statement,Basic EPS
Total Revenue,2021-12-31,203000.0,RLOS-B,income_statement,Total Revenue
Total Revenue,2022-12-31,1023000.0,RLOS-B,income_statement,Total Revenue
Total Revenue,2023-12-31,1568000.0,RLOS-B,income_statement,Total Revenue
Total Revenue,2024-12-31,648000.0,RLOS-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.312085,RLOS-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.885302,RLOS-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.002784,RLOS-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,RLOS-B,income_statement,Basic EPS
Total Revenue,2021-12-31,26874000.0,RO,income_statement,Total Revenue
Total Revenue,2022-12-31,20666000.0,RO,income_statement,Total Revenue
Total Revenue,2023-12-31,32819000.0,RO,income_statement,Total Revenue
Total Revenue,2024-12-31,39563000.0,RO,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.063686,RO,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.095798,RO,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.05,RO,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.04,RO,income_statement,Basic EPS
Total Revenue,2021-12-31,257821000.0,SAXG,income_statement,Total Revenue
Total Revenue,2022-12-31,250037000.0,SAXG,income_statement,Total Revenue
Total Revenue,2023-12-31,308128000.0,SAXG,income_statement,Total Revenue
Total Revenue,2024-12-31,307321000.0,SAXG,income_statement,Total Revenue
Basic EPS,2021-12-31,2.631559,SAXG,income_statement,Basic EPS
Basic EPS,2022-12-31,-15.555556,SAXG,income_statement,Basic EPS
Basic EPS,2023-12-31,-41.61,SAXG,income_statement,Basic EPS
Basic EPS,2024-12-31,-5.934252,SAXG,income_statement,Basic EPS
Total Revenue,2021-12-31,7592000.0,SES,income_statement,Total Revenue
Total Revenue,2022-12-31,7976000.0,SES,income_statement,Total Revenue
Total Revenue,2023-12-31,13939000.0,SES,income_statement,Total Revenue
Total Revenue,2024-12-31,170755000.0,SES,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.097638,SES,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.12693,SES,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.117166,SES,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,SES,income_statement,Basic EPS
Total Revenue,2021-12-31,18651000.0,SERT,income_statement,Total Revenue
Total Revenue,2022-12-31,17112000.0,SERT,income_statement,Total Revenue
Total Revenue,2023-12-31,62913000.0,SERT,income_statement,Total Revenue
Total Revenue,2024-12-31,52262000.0,SERT,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.102102,SERT,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.294484,SERT,income_statement,Basic EPS
Basic EPS,2023-12-31,0.003459,SERT,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.04,SERT,income_statement,Basic EPS
Total Revenue,2022-04-30,107210000.0,SIBEK,income_statement,Total Revenue
Total Revenue,2023-04-30,118036000.0,SIBEK,income_statement,Total Revenue
Total Revenue,2024-04-30,143722000.0,SIBEK,income_statement,Total Revenue
Total Revenue,2025-04-30,158613000.0,SIBEK,income_statement,Total Revenue
Basic EPS,2022-04-30,1.569789,SIBEK,income_statement,Basic EPS
Basic EPS,2023-04-30,1.170715,SIBEK,income_statement,Basic EPS
Basic EPS,2024-04-30,1.63,SIBEK,income_statement,Basic EPS
Basic EPS,2025-04-30,0.0,SIBEK,income_statement,Basic EPS
Total Revenue,2021-12-31,36140000.0,SILEON,income_statement,Total Revenue
Total Revenue,2022-12-31,48934000.0,SILEON,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,SILEON,income_statement,Total Revenue
Total Revenue,2024-12-31,585000.0,SILEON,income_statement,Total Revenue
Basic EPS,2021-12-31,-138.459961,SILEON,income_statement,Basic EPS
Basic EPS,2022-12-31,-57.401099,SILEON,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.44,SILEON,income_statement,Basic EPS
Basic EPS,2024-12-31,-12.54,SILEON,income_statement,Basic EPS
Total Revenue,2021-12-31,109679000.0,SEYE,income_statement,Total Revenue
Total Revenue,2022-12-31,219539000.0,SEYE,income_statement,Total Revenue
Total Revenue,2023-12-31,302233000.0,SEYE,income_statement,Total Revenue
Total Revenue,2024-12-31,355049000.0,SEYE,income_statement,Total Revenue
Basic EPS,2021-12-31,-4.84808,SEYE,income_statement,Basic EPS
Basic EPS,2022-12-31,-12.98,SEYE,income_statement,Basic EPS
Basic EPS,2023-12-31,-2.14,SEYE,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,SEYE,income_statement,Basic EPS
Total Revenue,2021-12-31,2496717.46,SUMMAS,income_statement,Total Revenue
Total Revenue,2022-12-31,8635000.0,SUMMAS,income_statement,Total Revenue
Total Revenue,2023-12-31,66183000.0,SUMMAS,income_statement,Total Revenue
Total Revenue,2024-12-31,79164000.0,SUMMAS,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.034734,SUMMAS,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.005193,SUMMAS,income_statement,Basic EPS
Basic EPS,2023-12-31,0.0,SUMMAS,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.024,SUMMAS,income_statement,Basic EPS
Total Revenue,2021-12-31,920200000.0,TEQ,income_statement,Total Revenue
Total Revenue,2022-12-31,1324800000.0,TEQ,income_statement,Total Revenue
Total Revenue,2023-12-31,1475600000.0,TEQ,income_statement,Total Revenue
Total Revenue,2024-12-31,1567000000.0,TEQ,income_statement,Total Revenue
Basic EPS,2021-12-31,4.95,TEQ,income_statement,Basic EPS
Basic EPS,2022-12-31,6.84,TEQ,income_statement,Basic EPS
Basic EPS,2023-12-31,7.54,TEQ,income_statement,Basic EPS
Basic EPS,2024-12-31,5.573143,TEQ,income_statement,Basic EPS
Total Revenue,2022-12-31,2152241000.0,TERNOR,income_statement,Total Revenue
Total Revenue,2023-12-31,2758015000.0,TERNOR,income_statement,Total Revenue
Total Revenue,2024-12-31,3146928000.0,TERNOR,income_statement,Total Revenue
Basic EPS,2022-12-31,3.45425,TERNOR,income_statement,Basic EPS
Basic EPS,2023-12-31,2.8785,TERNOR,income_statement,Basic EPS
Basic EPS,2024-12-31,3.10265,TERNOR,income_statement,Basic EPS
Total Revenue,2021-12-31,125032000.0,TRAIN-B,income_statement,Total Revenue
Total Revenue,2022-12-31,141323000.0,TRAIN-B,income_statement,Total Revenue
Total Revenue,2023-12-31,166321000.0,TRAIN-B,income_statement,Total Revenue
Total Revenue,2024-12-31,259726000.0,TRAIN-B,income_statement,Total Revenue
Basic EPS,2021-12-31,0.26,TRAIN-B,income_statement,Basic EPS
Basic EPS,2022-12-31,1.47,TRAIN-B,income_statement,Basic EPS
Basic EPS,2023-12-31,0.47,TRAIN-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.35,TRAIN-B,income_statement,Basic EPS
Total Revenue,2021-12-31,311490000.0,VSSAB-B,income_statement,Total Revenue
Total Revenue,2022-12-31,577021000.0,VSSAB-B,income_statement,Total Revenue
Total Revenue,2023-12-31,359000000.0,VSSAB-B,income_statement,Total Revenue
Total Revenue,2024-12-31,679000000.0,VSSAB-B,income_statement,Total Revenue
